transaction_id,transaction_id_num,user_id,user_id_num,product_id,amount,payment_method,status,event_time
T1529,1529,U475,475,P9,0,credit card,success,2023-02-03
T1530,1530,U657,657,P8,30,no payment,success,2023-09-07
T1531,1531,U509,509,P8,30,upi,success,2023-05-29
T1532,1532,U514,514,P9,0,debit card,success,2023-10-03
T1533,1533,U661,661,P4,60,credit card,success,2023-03-18
T1534,1534,U666,666,P3,25,no payment,success,2023-04-25
T1535,1535,U468,468,P1,0,upi,success,2023-04-30
T1536,1536,U149,149,P7,20,debit card,success,2023-03-09
T1537,1537,U144,144,P8,30,no payment,failed,2023-09-04
T1538,1538,U784,784,P9,0,upi,success,2023-04-10
T1539,1539,U473,473,P4,60,upi,success,2023-06-07
T1540,1540,U353,353,P4,60,net banking,success,2023-05-05
T1541,1541,U202,202,P7,20,upi,success,2023-03-28
T1542,1542,U289,289,P3,25,no payment,success,2023-06-29
T1543,1543,U177,177,P8,30,upi,success,2023-02-23
T1544,1544,U203,203,P4,60,credit card,failed,2023-08-27
T1545,1545,U697,697,P10,18,upi,success,2023-03-04
T1546,1546,U633,633,P6,12,upi,success,2023-10-06
T1547,1547,U330,330,P3,25,credit card,success,2023-01-22
T1548,1548,U23,23,P2,10,no payment,pending,2023-04-06
T1549,1549,U134,134,P5,15,debit card,success,2023-02-01
T1550,1550,U390,390,P4,60,net banking,success,2023-03-24
T1551,1551,U434,434,P6,12,debit card,success,2023-05-21
T1552,1552,U22,22,P3,25,no payment,success,2023-03-11
T1553,1553,U176,176,P4,60,no payment,failed,2023-10-18
T1554,1554,U268,268,P4,60,credit card,success,2023-10-27
T1555,1555,U455,455,P2,10,debit card,success,2023-02-06
T1556,1556,U564,564,P5,15,upi,failed,2023-07-14
T1557,1557,U314,314,P1,0,credit card,success,2023-12-20
T1558,1558,U184,184,P9,0,credit card,success,2023-08-03
T1559,1559,U771,771,P0,0,net banking,success,2023-10-02
T1560,1560,U43,43,P6,12,credit card,success,2023-07-21
T1561,1561,U65,65,P3,25,debit card,success,2023-12-08
T1562,1562,U376,376,P4,60,no payment,success,2023-11-25
T1563,1563,U769,769,P4,60,net banking,success,2023-03-30
T1564,1564,U471,471,P6,12,upi,success,2023-07-20
T1565,1565,U396,396,P4,60,debit card,pending,2023-06-22
T1566,1566,U270,270,P8,30,upi,success,2023-01-13
T1567,1567,U311,311,P2,10,credit card,success,2023-08-18
T1568,1568,U208,208,P0,0,debit card,success,2023-04-15
T1569,1569,U438,438,P7,20,net banking,success,2023-09-29
T1570,1570,U706,706,P8,30,net banking,success,2023-06-06
T1571,1571,U750,750,P4,60,upi,failed,2023-03-04
T1572,1572,U497,497,P1,0,no payment,success,2023-09-07
T1573,1573,U295,295,P3,25,net banking,success,2023-08-22
T1575,1575,U416,416,P6,12,no payment,success,2023-06-08
T1577,1577,U91,91,P7,20,net banking,pending,2023-02-23
T1578,1578,U105,105,P7,20,net banking,success,2023-03-31
T1579,1579,U150,150,P10,18,upi,pending,2023-07-12
T1580,1580,U146,146,P7,20,net banking,success,2023-07-10
T1581,1581,U713,713,P8,30,upi,success,2023-02-12
T1582,1582,U723,723,P2,10,net banking,success,2023-03-31
T1583,1583,U48,48,P9,0,upi,success,2023-12-19
T1584,1584,U239,239,P4,60,net banking,success,2023-06-16
T1585,1585,U371,371,P5,15,debit card,pending,2023-05-14
T1586,1586,U192,192,P2,10,debit card,success,2023-06-21
T1587,1587,U730,730,P1,0,upi,success,2023-02-27
T1588,1588,U574,574,P4,60,debit card,success,2023-11-19
T1589,1589,U601,601,P0,0,upi,success,2023-02-23
T1591,1591,U176,176,P3,25,credit card,success,2023-02-16
T1592,1592,U467,467,P6,12,debit card,pending,2023-09-28
T1593,1593,U623,623,P8,30,credit card,failed,2023-03-05
T1594,1594,U506,506,P3,25,credit card,success,2023-06-23
T1595,1595,U9,9,P5,15,net banking,success,2023-04-08
T1596,1596,U57,57,P10,18,upi,success,2023-06-16
T1597,1597,U582,582,P7,20,no payment,success,2023-03-07
T1598,1598,U708,708,P10,18,credit card,failed,2023-01-16
T1599,1599,U446,446,P3,25,net banking,success,2023-05-22
T1600,1600,U101,101,P3,25,debit card,failed,2023-08-16
T1601,1601,U679,679,P0,0,no payment,success,2023-09-21
T1602,1602,U546,546,P7,20,upi,success,2023-10-16
T1603,1603,U333,333,P10,18,net banking,success,2023-05-06
T1604,1604,U112,112,P9,0,no payment,success,2023-01-08
T1605,1605,U317,317,P5,15,upi,failed,2023-03-31
T1606,1606,U320,320,P9,0,upi,success,2023-07-07
T1607,1607,U522,522,P1,0,no payment,pending,2023-05-02
T1608,1608,U315,315,P1,0,net banking,success,2023-11-06
T1609,1609,U710,710,P9,0,no payment,success,2023-01-01
T1610,1610,U560,560,P6,12,credit card,success,2023-08-25
T1611,1611,U356,356,P3,25,no payment,success,2023-03-17
T1612,1612,U265,265,P1,0,debit card,success,2023-02-02
T1613,1613,U584,584,P10,18,no payment,success,2023-08-19
T1614,1614,U527,527,P0,0,no payment,success,2023-05-23
T1615,1615,U325,325,P4,60,upi,failed,2023-05-29
T1616,1616,U379,379,P7,20,upi,success,2023-12-31
T1617,1617,U154,154,P6,12,no payment,success,2023-07-31
T1618,1618,U759,759,P5,15,debit card,success,2023-02-13
T1619,1619,U68,68,P2,10,upi,success,2023-12-22
T1620,1620,U445,445,P0,0,upi,success,2023-06-24
T1621,1621,U753,753,P1,0,credit card,success,2023-12-28
T1622,1622,U666,666,P10,18,net banking,success,2023-04-14
T1623,1623,U531,531,P3,25,credit card,success,2023-05-11
T1624,1624,U426,426,P9,0,debit card,success,2023-01-27
T1625,1625,U585,585,P7,20,net banking,success,2023-01-10
T1626,1626,U694,694,P9,0,no payment,success,2023-01-22
T1627,1627,U482,482,P3,25,debit card,success,2023-09-27
T1628,1628,U456,456,P10,18,debit card,success,2023-06-16
T1629,1629,U297,297,P4,60,credit card,success,2023-01-28
T1630,1630,U112,112,P4,60,net banking,success,2023-02-26
T1632,1632,U330,330,P8,30,net banking,success,2023-03-18
T1633,1633,U382,382,P5,15,no payment,success,2023-09-18
T1634,1634,U681,681,P6,12,net banking,pending,2023-07-27
T1635,1635,U20,20,P1,0,credit card,success,2023-04-14
T1636,1636,U310,310,P9,0,credit card,success,2023-12-21
T1637,1637,U136,136,P7,20,debit card,success,2023-03-14
T1638,1638,U465,465,P3,25,net banking,failed,2023-11-06
T1639,1639,U228,228,P6,12,credit card,success,2023-08-24
T1640,1640,U654,654,P3,25,upi,pending,2023-10-12
T1641,1641,U139,139,P10,18,credit card,success,2023-09-08
T1642,1642,U276,276,P0,0,no payment,success,2023-01-16
T1643,1643,U648,648,P0,0,upi,success,2023-01-25
T1644,1644,U94,94,P7,20,net banking,success,2023-05-05
T1645,1645,U560,560,P9,0,debit card,failed,2023-07-13
T1646,1646,U752,752,P2,10,upi,success,2023-04-22
T1647,1647,U516,516,P5,15,credit card,success,2023-05-16
T1648,1648,U76,76,P9,0,debit card,success,2023-04-10
T1649,1649,U88,88,P3,25,debit card,success,2023-04-15
T1650,1650,U723,723,P7,20,debit card,success,2023-10-24
T1651,1651,U245,245,P6,12,debit card,success,2023-05-12
T1652,1652,U717,717,P10,18,net banking,success,2023-11-16
T1653,1653,U737,737,P3,25,net banking,success,2023-10-06
T1655,1655,U763,763,P5,15,credit card,success,2023-03-15
T1656,1656,U561,561,P10,18,net banking,success,2023-01-02
T1657,1657,U249,249,P5,15,debit card,success,2023-08-30
T1658,1658,U246,246,P4,60,upi,pending,2023-01-26
T1659,1659,U313,313,P1,0,upi,success,2023-03-24
T1660,1660,U662,662,P7,20,upi,success,2023-02-09
T1661,1661,U61,61,P0,0,upi,success,2023-12-05
T1662,1662,U783,783,P7,20,upi,success,2023-08-07
T1663,1663,U102,102,P8,30,no payment,success,2023-05-01
T1664,1664,U292,292,P1,0,upi,success,2023-06-24
T1665,1665,U338,338,P2,10,upi,success,2023-04-14
T1666,1666,U579,579,P10,18,upi,success,2023-07-28
T1667,1667,U583,583,P3,25,credit card,success,2023-12-17
T1668,1668,U532,532,P7,20,no payment,success,2023-06-07
T1669,1669,U643,643,P1,0,upi,success,2023-02-12
T1670,1670,U122,122,P6,12,net banking,success,2023-11-26
T1672,1672,U402,402,P4,60,no payment,success,2023-11-07
T1673,1673,U653,653,P6,12,net banking,success,2023-02-05
T1674,1674,U621,621,P1,0,net banking,success,2023-07-18
T1675,1675,U719,719,P10,18,credit card,success,2023-03-11
T1676,1676,U196,196,P3,25,net banking,success,2023-03-02
T1677,1677,U417,417,P4,60,debit card,success,2023-01-17
T1678,1678,U664,664,P2,10,credit card,success,2023-07-06
T1679,1679,U755,755,P10,18,credit card,success,2023-06-04
T1680,1680,U640,640,P4,60,debit card,success,2023-02-15
T1681,1681,U356,356,P6,12,credit card,success,2023-02-16
T1682,1682,U148,148,P1,0,no payment,success,2023-07-08
T1683,1683,U537,537,P1,0,net banking,success,2023-07-08
T1684,1684,U405,405,P8,30,net banking,success,2023-12-23
T1685,1685,U511,511,P0,0,debit card,success,2023-09-19
T1686,1686,U289,289,P3,25,net banking,success,2023-08-18
T1687,1687,U172,172,P0,0,debit card,success,2023-08-10
T1688,1688,U152,152,P9,0,debit card,success,2023-08-01
T1689,1689,U418,418,P5,15,debit card,success,2023-03-21
T1690,1690,U497,497,P0,0,credit card,success,2023-09-13
T1691,1691,U328,328,P2,10,no payment,success,2023-05-03
T1692,1692,U580,580,P10,18,debit card,success,2023-05-16
T1693,1693,U321,321,P0,0,net banking,success,2023-06-25
T1694,1694,U324,324,P9,0,debit card,success,2023-06-22
T1695,1695,U737,737,P10,18,upi,success,2023-01-30
T1696,1696,U346,346,P3,25,credit card,success,2023-12-14
T1697,1697,U215,215,P10,18,net banking,failed,2023-08-04
T1698,1698,U719,719,P10,18,credit card,success,2023-08-17
T1699,1699,U781,781,P1,0,credit card,pending,2023-08-02
T1700,1700,U403,403,P1,0,upi,success,2023-06-12
T1701,1701,U726,726,P5,15,debit card,failed,2023-04-19
T1702,1702,U15,15,P3,25,net banking,failed,2023-11-15
T1703,1703,U778,778,P2,10,no payment,success,2023-02-25
T1704,1704,U411,411,P1,0,credit card,success,2023-06-17
T1705,1705,U17,17,P9,0,no payment,success,2023-09-12
T1706,1706,U428,428,P8,30,no payment,success,2023-06-18
T1707,1707,U650,650,P0,0,debit card,success,2023-11-23
T1708,1708,U294,294,P1,0,no payment,success,2023-06-21
T1709,1709,U104,104,P2,10,net banking,success,2023-12-25
T1710,1710,U54,54,P3,25,debit card,success,2023-07-28
T1711,1711,U335,335,P5,15,no payment,success,2023-08-01
T1712,1712,U105,105,P0,0,debit card,success,2023-09-27
T1713,1713,U631,631,P1,0,net banking,success,2023-08-15
T1714,1714,U463,463,P5,15,credit card,success,2023-01-29
T1715,1715,U725,725,P6,12,upi,failed,2023-05-31
T1716,1716,U56,56,P3,25,debit card,success,2023-03-03
T1717,1717,U791,791,P6,12,upi,success,2023-04-22
T1719,1719,U317,317,P3,25,net banking,success,2023-03-26
T1720,1720,U218,218,P5,15,credit card,success,2023-12-26
T1721,1721,U673,673,P5,15,upi,success,2023-02-18
T1722,1722,U528,528,P3,25,net banking,success,2023-03-13
T1723,1723,U569,569,P5,15,no payment,success,2023-12-22
T1724,1724,U234,234,P6,12,no payment,success,2023-11-11
T1725,1725,U799,799,P3,25,debit card,success,2023-03-19
T1726,1726,U583,583,P0,0,no payment,success,2023-03-06
T1727,1727,U163,163,P9,0,upi,success,2023-05-23
T1728,1728,U96,96,P6,12,no payment,failed,2023-06-14
T1729,1729,U225,225,P8,30,debit card,success,2023-07-18
T1730,1730,U659,659,P1,0,net banking,success,2023-06-11
T1731,1731,U783,783,P1,0,no payment,failed,2023-06-30
T1732,1732,U585,585,P1,0,debit card,failed,2023-02-03
T1733,1733,U468,468,P9,0,no payment,success,2023-06-01
T1734,1734,U186,186,P10,18,no payment,failed,2023-03-21
T1735,1735,U13,13,P10,18,upi,pending,2023-05-29
T1736,1736,U299,299,P6,12,debit card,success,2023-10-20
T1737,1737,U376,376,P7,20,debit card,success,2023-04-02
T1738,1738,U356,356,P6,12,credit card,success,2023-01-13
T1740,1740,U271,271,P2,10,no payment,success,2023-05-25
T1741,1741,U550,550,P9,0,upi,success,2023-01-04
T1742,1742,U339,339,P6,12,no payment,failed,2023-10-05
T1743,1743,U614,614,P6,12,net banking,pending,2023-07-28
T1744,1744,U689,689,P6,12,no payment,success,2023-02-15
T1745,1745,U762,762,P7,20,net banking,success,2023-06-23
T1746,1746,U681,681,P2,10,upi,success,2023-10-02
T1748,1748,U325,325,P8,30,debit card,failed,2023-03-03
T1749,1749,U244,244,P10,18,upi,success,2023-01-26
T1750,1750,U380,380,P10,18,net banking,failed,2023-05-13
T1751,1751,U365,365,P8,30,debit card,success,2023-11-17
T1752,1752,U342,342,P0,0,net banking,success,2023-12-15
T1753,1753,U792,792,P7,20,no payment,success,2023-11-08
T1754,1754,U555,555,P6,12,no payment,success,2023-07-17
T1755,1755,U442,442,P4,60,no payment,success,2023-05-16
T1756,1756,U217,217,P9,0,debit card,success,2023-01-18
T1757,1757,U626,626,P6,12,credit card,failed,2023-08-11
T1758,1758,U165,165,P9,0,credit card,success,2023-05-14
T1759,1759,U747,747,P6,12,net banking,pending,2023-05-01
T1760,1760,U74,74,P3,25,no payment,success,2023-11-08
T1761,1761,U198,198,P0,0,credit card,success,2023-11-28
T1762,1762,U687,687,P5,15,net banking,success,2023-02-03
T1763,1763,U714,714,P5,15,net banking,failed,2023-07-16
T1764,1764,U158,158,P10,18,net banking,success,2023-09-12
T1765,1765,U431,431,P8,30,debit card,failed,2023-12-31
T1766,1766,U56,56,P10,18,net banking,success,2023-04-12
T1767,1767,U601,601,P1,0,debit card,success,2023-04-15
T1768,1768,U257,257,P9,0,debit card,failed,2023-01-31
T1769,1769,U490,490,P2,10,debit card,success,2023-11-05
T1770,1770,U366,366,P1,0,net banking,success,2023-01-11
T1771,1771,U643,643,P8,30,credit card,success,2023-04-01
T1772,1772,U555,555,P9,0,credit card,success,2023-07-16
T1773,1773,U46,46,P5,15,net banking,success,2023-12-09
T1774,1774,U637,637,P8,30,credit card,success,2023-07-22
T1775,1775,U80,80,P7,20,net banking,pending,2023-08-16
T1776,1776,U726,726,P10,18,debit card,success,2023-01-28
T1777,1777,U601,601,P7,20,no payment,success,2023-12-28
T1778,1778,U573,573,P5,15,upi,success,2023-06-30
T1779,1779,U539,539,P1,0,net banking,success,2023-02-25
T1780,1780,U214,214,P5,15,debit card,success,2023-09-17
T1781,1781,U74,74,P10,18,no payment,success,2023-01-04
T1782,1782,U96,96,P0,0,debit card,success,2023-12-15
T1783,1783,U32,32,P8,30,upi,success,2023-03-04
T1784,1784,U671,671,P2,10,credit card,success,2023-08-21
T1785,1785,U383,383,P2,10,credit card,failed,2023-03-27
T1786,1786,U644,644,P3,25,debit card,success,2023-11-30
T1787,1787,U336,336,P5,15,upi,success,2023-06-03
T1788,1788,U740,740,P5,15,debit card,success,2023-02-08
T1789,1789,U685,685,P9,0,credit card,success,2023-04-30
T1790,1790,U375,375,P5,15,debit card,success,2023-11-28
T1791,1791,U504,504,P8,30,no payment,success,2023-06-20
T1792,1792,U322,322,P0,0,upi,success,2023-06-07
T1793,1793,U166,166,P6,12,credit card,success,2023-11-29
T1794,1794,U670,670,P2,10,debit card,failed,2023-12-06
T1795,1795,U566,566,P6,12,upi,success,2023-03-27
T1796,1796,U616,616,P7,20,debit card,success,2023-03-17
T1797,1797,U599,599,P6,12,credit card,success,2023-01-10
T1798,1798,U543,543,P8,30,upi,success,2023-12-08
T1799,1799,U766,766,P4,60,credit card,success,2023-07-24
T1800,1800,U391,391,P7,20,no payment,success,2023-06-22
T1801,1801,U474,474,P3,25,no payment,success,2023-08-03
T1802,1802,U619,619,P0,0,net banking,success,2023-09-20
T1803,1803,U566,566,P8,30,upi,success,2023-11-25
T1804,1804,U235,235,P7,20,no payment,failed,2023-10-08
T1805,1805,U771,771,P8,30,net banking,pending,2023-03-13
T1806,1806,U657,657,P1,0,upi,success,2023-06-07
T1807,1807,U311,311,P7,20,credit card,success,2023-11-11
T1808,1808,U68,68,P8,30,debit card,success,2023-10-06
T1809,1809,U628,628,P9,0,debit card,failed,2023-07-02
T1811,1811,U501,501,P4,60,no payment,success,2023-06-01
T1812,1812,U571,571,P5,15,debit card,success,2023-11-11
T1814,1814,U663,663,P6,12,net banking,success,2023-06-06
T1815,1815,U452,452,P1,0,net banking,success,2023-03-18
T1816,1816,U735,735,P1,0,credit card,success,2023-11-16
T1817,1817,U267,267,P8,30,upi,failed,2023-03-23
T1818,1818,U686,686,P1,0,no payment,success,2023-06-10
T1819,1819,U673,673,P5,15,no payment,failed,2023-06-08
T1820,1820,U650,650,P9,0,credit card,success,2023-10-18
T1821,1821,U433,433,P9,0,debit card,success,2023-04-08
T1822,1822,U412,412,P0,0,no payment,success,2023-07-18
T1824,1824,U737,737,P6,12,net banking,success,2023-01-15
T1825,1825,U248,248,P5,15,net banking,success,2023-07-12
T1826,1826,U581,581,P9,0,net banking,pending,2023-07-19
T1827,1827,U608,608,P2,10,no payment,failed,2023-08-21
T1828,1828,U775,775,P3,25,no payment,success,2023-07-20
T1829,1829,U97,97,P6,12,no payment,success,2023-10-02
T1831,1831,U482,482,P2,10,debit card,failed,2023-08-29
T1833,1833,U685,685,P2,10,upi,success,2023-12-25
T1834,1834,U503,503,P6,12,no payment,success,2023-11-20
T1836,1836,U12,12,P6,12,credit card,success,2023-12-31
T1837,1837,U218,218,P1,0,credit card,success,2023-04-08
T1838,1838,U472,472,P7,20,upi,failed,2023-09-06
T1839,1839,U754,754,P9,0,credit card,success,2023-07-14
T1840,1840,U387,387,P1,0,debit card,success,2023-12-16
T1841,1841,U408,408,P2,10,upi,success,2023-12-18
T1842,1842,U240,240,P0,0,upi,success,2023-08-25
T1843,1843,U384,384,P8,30,upi,success,2023-10-29
T1844,1844,U468,468,P7,20,net banking,success,2023-10-16
T1845,1845,U326,326,P1,0,credit card,success,2023-11-29
T1846,1846,U387,387,P4,60,no payment,failed,2023-11-11
T1847,1847,U154,154,P5,15,net banking,success,2023-02-07
T1848,1848,U264,264,P10,18,debit card,success,2023-10-19
T1849,1849,U173,173,P4,60,net banking,success,2023-04-25
T1850,1850,U583,583,P7,20,debit card,success,2023-04-06
T1851,1851,U31,31,P10,18,no payment,success,2023-01-13
T1852,1852,U11,11,P5,15,no payment,success,2023-12-22
T1853,1853,U344,344,P9,0,credit card,success,2023-05-09
T1854,1854,U569,569,P10,18,net banking,failed,2023-01-23
T1855,1855,U482,482,P8,30,no payment,success,2023-06-28
T1856,1856,U782,782,P7,20,debit card,success,2023-02-21
T1857,1857,U545,545,P2,10,no payment,failed,2023-05-02
T1858,1858,U787,787,P9,0,credit card,success,2023-02-11
T1859,1859,U661,661,P8,30,debit card,success,2023-12-19
T1860,1860,U457,457,P5,15,upi,success,2023-09-29
T1861,1861,U273,273,P2,10,credit card,success,2023-07-30
T1862,1862,U208,208,P8,30,credit card,success,2023-03-06
T1863,1863,U513,513,P7,20,upi,success,2023-04-22
T1864,1864,U518,518,P8,30,no payment,success,2023-07-04
T1865,1865,U387,387,P8,30,credit card,success,2023-10-20
T1866,1866,U325,325,P6,12,upi,success,2023-08-22
T1867,1867,U695,695,P5,15,no payment,success,2023-12-07
T1868,1868,U495,495,P4,60,credit card,failed,2023-05-22
T1869,1869,U747,747,P10,18,net banking,success,2023-01-23
T1870,1870,U345,345,P4,60,credit card,success,2023-02-09
T1871,1871,U576,576,P0,0,net banking,success,2023-05-29
T1872,1872,U722,722,P2,10,no payment,success,2023-02-25
T1873,1873,U558,558,P9,0,upi,success,2023-08-20
T1874,1874,U138,138,P9,0,debit card,success,2023-05-17
T1875,1875,U473,473,P9,0,credit card,success,2023-10-02
T1876,1876,U317,317,P0,0,debit card,success,2023-10-02
T1877,1877,U561,561,P1,0,no payment,success,2023-12-02
T1878,1878,U258,258,P9,0,credit card,success,2023-07-05
T1879,1879,U480,480,P5,15,debit card,success,2023-11-13
T1880,1880,U648,648,P5,15,no payment,success,2023-10-23
T1881,1881,U59,59,P0,0,net banking,success,2023-09-15
T1882,1882,U705,705,P3,25,no payment,success,2023-11-12
T1883,1883,U465,465,P6,12,no payment,success,2023-02-07
T1884,1884,U95,95,P8,30,credit card,success,2023-07-15
T1885,1885,U125,125,P4,60,credit card,success,2023-05-05
T1886,1886,U254,254,P7,20,no payment,success,2023-06-01
T1887,1887,U585,585,P9,0,credit card,success,2023-03-20
T1888,1888,U47,47,P8,30,no payment,success,2023-03-30
T1889,1889,U622,622,P8,30,upi,success,2023-01-18
T1890,1890,U353,353,P4,60,upi,success,2023-12-11
T1891,1891,U157,157,P3,25,upi,success,2023-02-05
T1893,1893,U365,365,P6,12,upi,success,2023-03-03
T1894,1894,U723,723,P8,30,upi,pending,2023-12-21
T1895,1895,U9,9,P3,25,no payment,success,2023-01-26
T1896,1896,U53,53,P4,60,no payment,success,2023-12-22
T1897,1897,U77,77,P8,30,credit card,success,2023-06-07
T1898,1898,U96,96,P9,0,credit card,success,2023-09-10
T1899,1899,U124,124,P2,10,credit card,success,2023-03-25
T1900,1900,U296,296,P8,30,no payment,success,2023-08-09
T1901,1901,U86,86,P7,20,no payment,success,2023-01-08
T1902,1902,U757,757,P2,10,upi,success,2023-07-20
T1903,1903,U540,540,P0,0,net banking,success,2023-08-07
T1904,1904,U56,56,P4,60,no payment,failed,2023-10-22
T1905,1905,U632,632,P0,0,net banking,success,2023-10-15
T1906,1906,U179,179,P2,10,no payment,pending,2023-10-03
T1907,1907,U189,189,P7,20,no payment,failed,2023-07-16
T1908,1908,U112,112,P6,12,debit card,success,2023-05-09
T1909,1909,U588,588,P10,18,net banking,failed,2023-09-18
T1910,1910,U170,170,P5,15,debit card,success,2023-03-16
T1911,1911,U70,70,P4,60,upi,failed,2023-05-10
T1912,1912,U631,631,P8,30,debit card,failed,2023-01-05
T1913,1913,U781,781,P5,15,debit card,failed,2023-04-09
T1914,1914,U560,560,P3,25,upi,success,2023-02-12
T1916,1916,U503,503,P10,18,credit card,success,2023-07-04
T1917,1917,U583,583,P0,0,no payment,success,2023-07-18
T1918,1918,U675,675,P8,30,net banking,success,2023-11-24
T1919,1919,U40,40,P10,18,upi,success,2023-07-21
T1920,1920,U686,686,P4,60,debit card,success,2023-03-05
T1921,1921,U211,211,P3,25,credit card,success,2023-01-31
T1923,1923,U253,253,P5,15,no payment,success,2023-04-13
T1924,1924,U769,769,P3,25,upi,success,2023-07-23
T1925,1925,U444,444,P6,12,credit card,success,2023-09-06
T1926,1926,U364,364,P0,0,net banking,success,2023-11-01
T1927,1927,U144,144,P9,0,net banking,success,2023-02-12
T1928,1928,U18,18,P4,60,upi,success,2023-01-11
T1929,1929,U217,217,P2,10,upi,pending,2023-06-04
T1930,1930,U107,107,P8,30,debit card,pending,2023-05-24
T1931,1931,U566,566,P6,12,credit card,success,2023-01-23
T1932,1932,U76,76,P0,0,no payment,success,2023-08-11
T1933,1933,U547,547,P1,0,upi,success,2023-03-16
T1934,1934,U267,267,P2,10,credit card,failed,2023-06-03
T1935,1935,U317,317,P4,60,upi,success,2023-03-06
T1936,1936,U160,160,P9,0,upi,success,2023-11-19
T1937,1937,U735,735,P9,0,net banking,success,2023-04-01
T1938,1938,U166,166,P5,15,credit card,pending,2023-05-27
T1939,1939,U86,86,P5,15,net banking,success,2023-04-10
T1940,1940,U382,382,P9,0,net banking,success,2023-03-18
T1941,1941,U318,318,P5,15,credit card,success,2023-07-06
T1942,1942,U233,233,P10,18,net banking,success,2023-01-02
T1944,1944,U706,706,P6,12,no payment,success,2023-08-20
T1945,1945,U368,368,P3,25,no payment,failed,2023-11-01
T1946,1946,U592,592,P8,30,debit card,success,2023-08-30
T1947,1947,U696,696,P7,20,upi,success,2023-02-07
T1948,1948,U428,428,P9,0,net banking,failed,2023-07-30
T1949,1949,U646,646,P7,20,no payment,success,2023-04-29
T1950,1950,U732,732,P1,0,credit card,success,2023-02-13
T1951,1951,U364,364,P1,0,upi,success,2023-03-19
T1952,1952,U457,457,P3,25,no payment,success,2023-02-13
T1953,1953,U491,491,P9,0,net banking,success,2023-01-24
T1954,1954,U244,244,P10,18,no payment,success,2023-12-24
T1955,1955,U166,166,P8,30,net banking,success,2023-03-01
T1956,1956,U400,400,P2,10,upi,success,2023-02-16
T1957,1957,U241,241,P3,25,debit card,success,2023-11-28
T1958,1958,U381,381,P7,20,net banking,success,2023-07-13
T1959,1959,U609,609,P6,12,net banking,success,2023-07-01
T1960,1960,U333,333,P6,12,upi,success,2023-11-19
T1961,1961,U503,503,P1,0,upi,success,2023-05-24
T1962,1962,U604,604,P10,18,credit card,success,2023-11-05
T1963,1963,U303,303,P5,15,upi,success,2023-11-03
T1964,1964,U647,647,P7,20,no payment,success,2023-08-03
T1965,1965,U561,561,P8,30,net banking,success,2023-04-11
T1966,1966,U713,713,P1,0,debit card,failed,2023-04-28
T1967,1967,U349,349,P5,15,upi,success,2023-03-11
T1968,1968,U396,396,P9,0,net banking,success,2023-06-24
T1969,1969,U81,81,P10,18,debit card,failed,2023-10-18
T1970,1970,U591,591,P6,12,credit card,success,2023-11-01
T1971,1971,U464,464,P4,60,no payment,success,2023-04-21
T1972,1972,U240,240,P9,0,credit card,failed,2023-09-07
T1973,1973,U748,748,P4,60,upi,failed,2023-12-24
T1974,1974,U190,190,P10,18,no payment,success,2023-06-15
T1975,1975,U711,711,P0,0,credit card,success,2023-03-31
T1976,1976,U536,536,P3,25,net banking,success,2023-10-12
T1977,1977,U640,640,P8,30,upi,failed,2023-01-25
T1978,1978,U510,510,P6,12,credit card,success,2023-06-01
T1979,1979,U734,734,P3,25,no payment,success,2023-02-09
T1980,1980,U115,115,P8,30,no payment,success,2023-03-26
T1981,1981,U362,362,P3,25,debit card,success,2023-05-14
T1982,1982,U197,197,P2,10,no payment,success,2023-01-06
T1983,1983,U221,221,P8,30,no payment,success,2023-05-10
T1984,1984,U264,264,P5,15,upi,success,2023-12-13
T1985,1985,U95,95,P8,30,no payment,success,2023-03-10
T1986,1986,U470,470,P2,10,debit card,success,2023-03-30
T1987,1987,U514,514,P4,60,no payment,failed,2023-10-03
T1988,1988,U498,498,P0,0,debit card,success,2023-12-12
T1990,1990,U88,88,P7,20,debit card,success,2023-10-16
T1991,1991,U590,590,P7,20,upi,success,2023-03-12
T1992,1992,U128,128,P9,0,credit card,success,2023-01-24
T1993,1993,U200,200,P10,18,no payment,success,2023-11-05
T1994,1994,U416,416,P9,0,net banking,success,2023-11-09
T1995,1995,U361,361,P5,15,upi,success,2023-04-08
T1996,1996,U308,308,P10,18,net banking,success,2023-07-28
T1997,1997,U61,61,P8,30,net banking,failed,2023-02-22
T1998,1998,U456,456,P3,25,no payment,success,2023-10-02
T1999,1999,U761,761,P2,10,no payment,success,2023-03-21
T2000,2000,U494,494,P8,30,upi,success,2023-11-08
T2001,2001,U82,82,P5,15,credit card,success,2023-10-29
T2002,2002,U522,522,P6,12,debit card,success,2023-02-28
T2003,2003,U424,424,P8,30,no payment,success,2023-12-29
T2004,2004,U154,154,P6,12,upi,success,2023-07-31
T2005,2005,U678,678,P4,60,upi,success,2023-10-22
T2007,2007,U47,47,P8,30,upi,success,2023-03-30
T2008,2008,U689,689,P5,15,upi,success,2023-02-10
T2009,2009,U260,260,P6,12,credit card,success,2023-08-16
T2010,2010,U166,166,P5,15,no payment,success,2023-05-27
T2011,2011,U789,789,P2,10,credit card,success,2023-08-28
T2012,2012,U281,281,P5,15,net banking,success,2023-12-25
T2013,2013,U31,31,P10,18,no payment,success,2023-01-13
T2014,2014,U149,149,P10,18,net banking,success,2023-08-30
